Drug,Label,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,LogpSolubility,Ro5,Ghose,Veber,ExAC_loss_frequency,target_betweenness,target_degree,number_targets,Blood,Skin,Brain,Testis,Adipose Tissue,Muscle,Nerve,Blood Vessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,VagiNaN,Stomach,AdreNaNl Gland,Colon,Prostate,Spleen,Liver,Fallopian Tube,Ovary,Breast,Bladder,Cervix Uteri,Small Intestine,Salivary Gland
Atorvastatin,failed,557.2451754,5.387146767,3,5,114.62,-1,4,12,169.0355,0.000495,0,0,0,0.372093023,5260.662567,68,2,5.512534618,10,10,10,10,1.419259548,10,8.115207672,3.59850502,10,6.420648575,6.53853631,10,6.476886272,5.329864264,4.215137959,10,8.793976784,10,10,7.14008379,7.309770584,8.529820442,9.736486435,5.070178986,10,10,9.775000572,8.142712593,8.635258675
Atovaquone,passed,366.1022722,4.997646358,1,3,54.37,0,4,2,103.1065,0.000796,1,1,0,0.525641026,0,20,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Atracurium,passed,928.5085258,-0.959032062,0,10,126.44,2,6,26,280.6772,2.32E-05,0,0,0,NaN,2.666666667,4,1,0.066853531,0.009262806,0.26298669,0.055149794,0.005366218,0,0,0,0,0.064451031,0,0.002640225,0.006180227,0.189404316,0,0.017752845,0.010200443,0.011312773,0.150418796,0.003806113,6.240046263,0.04103104,0.008635208,0.016083329,0.004392199,0.011008972,0,0.015815264,0.02097482,0.003691184
Atropine,passed,289.1677936,1.571241017,1,3,49.77,0,3,5,80.8164,2.52,1,1,0,0.271028037,23664.94249,22,1,0.061775491,0.56154722,8.412851334,5.980387688,0.093590349,0.018341901,0.07676506,0.081256516,6.764817238,1.19683969,0.476170391,0.132184703,0.162137412,1.146733701,0.109509081,0.493829697,0.081816386,0.513489544,0.064388951,3.630660295,10,4.869907141,0.130754955,0.167142754,0.225144267,0.69010514,4.940295696,0.17120789,2.165588617,4.811089993
Auranofin,passed,678.1326665,-1.0203,0,5,114.43,0,1,14,114.885,0.151,0,0,0,0.428571429,95833.62603,414,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
AvaNaNfil,passed,483.1785654,2.77881291,3,9,125.39,0,4,9,131.751,0.0297,1,0,0,0.424657534,397.9709656,8,0,0.444893241,1.562446892,1.00884831,3.725523472,6.32443428,1.373528957,5.902665615,10,1.449667692,7.692492485,10,0.865481526,6.609258652,1.92699194,4.250099659,3.093797684,7.628414392,2.468187809,2.328739524,7.926607609,10,1.256152809,0.371060699,9.198090553,2.123184443,5.730087042,5.362633705,8.618778229,4.781298161,2.135089874
Azatadine,passed,290.1782987,3.747541202,0,2,16.13,0,4,0,101.5287,0.113,1,1,1,0.392156863,0,0,8,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Azathioprine,passed,277.0381932,1.173143958,1,6,118.1,0,3,3,70.9462,1.07,1,1,0,0.333333333,415.7461701,12,2,7.133086205,10,10,10,8.654791832,6.302639484,8.700269222,9.210634232,8.254971504,9.505169868,8.215328217,10,10,10,8.452612877,10,8.803566933,10,10,8.612028122,9.582309723,10,6.921880007,10,10,9.898425579,8.360677719,9.99187088,9.313317299,10
Azelaic Acid,passed,188.104859,1.824360358,2,4,74.6,0,0,8,46.542,2.28,1,1,0,0.621621622,0,4,0,0,0.633729964,0.014193721,2.077907443,0.01642452,0.059560347,0.011549351,0.025456522,0,0.097361512,0.007240056,0.074243061,0.01701826,0.024339319,0.019236266,0.007767723,0.961179942,0.012962589,0.04687861,0.011270829,10,0.017587346,10,0.168139271,0.020238806,0.036224434,0.285634249,0.244070679,0.009346931,0.089097559
Azelastine,passed,381.1607901,4.041263461,0,3,35.91,0,4,3,110.5154,0.0092,1,1,1,0.392156863,0,0,0,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Azilsartan Medoxomil,passed,568.1594138,6.034498228,1,7,139.57,0,6,10,149.5183,0.00703,0,0,0,0.417391304,57113.42547,48,17,0.019680383,4.10831809,0.104426496,1.279245079,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992672,8.311505318,0.534499943,1.601406753,1.0542382,2.139179051,0.904568195,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578,10,7.664821625,1.565535426,1.411323667,2.821396589
Bacitracin,passed,1421.748941,-6.837519879,17,20,530.87,0,4,31,363.1393,0.0245,0,0,0,0.478991597,158871.0692,136,0,1.657900214,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Baclofen,passed,213.0556563,-0.78240026,2,3,63.32,0,1,4,54.8292,0.712,1,0,0,0.355263158,16064.28347,32,1,8.210513115,10,10,10,10,2.878138542,10,10,10,10,10,10,10,10,10,6.643882275,10,10,10,10,10,10,2.423229218,10,10,10,10,10,10,10
Bambuterol,passed,367.2107211,1.397354495,2,4,91.34,0,1,8,98.2791,0.469,1,1,0,0.359649123,89139.86205,74,1,2.362123251,5.376092196,0.941243947,0.346510902,10,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.37141639,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Bendroflumethiazide,passed,421.0377819,1.698396013,3,5,118.36,0,3,4,93.6846,0.214,1,1,0,0.547368421,27332.2638,26,1,10,5.067505121,10,10,10,10,1.179720581,10,5.158444405,10,10,10,10,6.354887724,10,9.910356522,3.188336015,10,4.109553099,10,4.962835789,5.651741266,10,8.932745457,1.594747543,10,10,7.854288101,2.001991272,10
Benzatropine,passed,307.1936144,4.185400473,0,2,12.47,0,4,4,94.2404,0.00121,1,1,1,0.438271605,1128.504699,16,2,0.015715607,3.65049243,8.412851334,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,10,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,4.811089993
Benzocaine,passed,165.0789786,1.504604781,1,2,52.32,0,1,3,47.5323,2.85,1,1,0,0.544354839,311.9238613,4,1,0,0,0,0.190577067,0,0,0,0.007819257,0.046489272,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453,0,0,0,0,0,0.009817842,0,0
BenzoNaNtate,passed,603.3618615,2.350620347,1,11,121.4,0,1,33,161.5422,0.00159,0,0,0,0.452054795,8902.616593,28,2,0.071714014,0.064219531,0.189979568,0.349734992,0.129683197,0.322331607,0.889758646,0.365260571,10,0.082691669,0.097945996,0.047628345,0.199620463,0.198032156,0.440079853,0.027336527,0.750107229,0.113658778,0.043610746,0.151147492,0.437374666,0.068283278,0.006281314,0.150463946,0.633529127,0.248194315,0.649750292,1.067426562,0.170568168,0.102510147
Benzthiazide,passed,430.9834957,1.840787008,2,6,118.69,0,3,5,104.1407,0.0129,1,1,0,0.558823529,27332.2638,26,1,10,10,10,10,10,10,1.179720581,1.618902802,5.158444405,10,8.545755386,10,10,6.354887724,7.341953039,10,10,10,4.109553099,10,3.243264318,5.651741266,10,10,1.594747543,10,10,10,5.441038609,10
Benzylpenicilloyl Polylysine,passed,626.3097832,-3.782154907,6,8,170.85,0,NaN,17,122.2152,NaN,NaN,NaN,NaN,0.48,14949.34699,78,2,10,2.68769908,6.643844128,2.895666599,10,1.8521173,10,10,7.662683487,10,9.049375534,10,9.775910854,6.609943151,8.547010422,4.497911453,9.296708584,9.544756889,10,10,10,10,10,10,6.284688473,10,10,8.79738903,10,10
Bepotastine,passed,388.1553704,0.552555534,1,5,62.66,0,3,8,105.0988,0.0503,1,1,0,0.392156863,0,0,1,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Betahistine,passed,136.1000484,0.632406845,1,2,24.92,0,1,3,41.3263,49.3,1,0,1,0.393442623,0,2,5,0.015715607,3.65049243,10,1.014169455,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,2.062685668,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Betamethasone,passed,392.1999022,1.68156968,3,5,94.83,0,4,2,102.4929,0.0505,1,1,0,0.350282486,256392.7478,268,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
Betaxolol,passed,307.2147438,2.539234387,2,4,50.72,0,2,11,88.6396,0.0298,1,1,0,0.457627119,89139.86205,74,7,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Betazole,passed,111.0796473,-0.616840893,2,2,54.7,0,1,2,32.9617,156,1,0,0,0.314285714,0,2,0,10,0.045038363,0.325259745,0.221022315,0.776055336,0.044881884,0.470182955,0.745898247,1.821844697,1.018737912,0.155532941,0.202703103,0.253450952,0.126850128,0.24445226,0.052632563,0.208487973,2.405904531,0.153050557,0.103488792,0.439286396,1.39695555,0.059423296,0.489713565,0.104441941,0.393557802,0.275490284,0.36600703,0.198955089,0.174687117
Bethanechol,passed,161.1290028,-4.138114261,1,1,52.32,1,0,4,54.441,0.311,1,0,0,0.20212766,10900.37916,22,1,0,0.011627498,0.20241265,0.230370156,0,0,0,0,6.764817238,0.491422206,0.476170391,0,0.003817529,0.013956405,0.047894161,0.00646661,0.081816386,0.276749969,0.013765991,3.630660295,0.034079069,0.00480283,0.130754955,0.167142754,0.020543205,0.004561315,4.940295696,0.17120789,0.10368745,0.00539821
Bethanidine,passed,177.1265975,1.266528966,2,3,36.42,0,1,2,54.5024,1.58,1,1,1,0.55625,2815.517993,20,0,0.062373392,2.741013765,2.53534317,5.416719437,10,2.284672499,8.159985542,10,2.891987085,2.635305882,1.746618748,10,6.017980099,3.137806416,10,10,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,10,5.551623821,10,4.168484211,5.422550201
Bevantolol,passed,345.1940084,3.032049374,2,5,59.95,0,2,10,98.5433,0.0137,1,1,0,0.495495495,89139.86205,74,2,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,7.432229042,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Bezafibrate,passed,361.1080858,3.986583346,2,4,75.63,0,2,7,95.9605,0.00155,1,1,0,0.459677419,75952.25624,146,1,6.342950821,10,10,10,10,7.927837849,10,10,6.485837936,10,10,10,10,10,10,4.38258028,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Bicalutamide,failed,430.0610405,2.70929555,2,5,107.26,0,2,6,96.5895,0.00928,1,1,0,0.597701149,938299.3253,488,1,0.013957467,2.770787954,0.294103205,3.129991651,4.764630795,1.943944931,2.251020789,3.797863245,2.428492069,1.021457791,0.740231454,1.083686352,1.957008362,1.006197065,9.231753349,0.32681945,9.384143353,0.79700309,0.723316014,0.438020542,9.980841637,0.34989439,8.380415916,7.810228109,6.114907742,5.3550632,3.292177677,10,0.58180356,0.914584279
BifoNaNzole,passed,310.1469986,5.234390525,0,1,17.82,0,4,4,97.9411,0.00245,0,1,1,0.479166667,0,0,0,0,0,0.007574196,0.07199489,0,0,0,0,0,0.714859664,0,3.802052498,0,0.020127592,0.012724601,0.010101085,0.047577271,0.009171043,0.004340134,2.104367614,0.014552261,0.007553919,10,0.012353025,0.021458736,0.010465296,0.008749017,0.019950902,3.708886862,0
Biperiden,passed,311.2249146,3.536507462,1,2,23.47,0,4,5,97.0158,0.00426,1,1,1,NaN,1128.504699,12,1,0.066853531,0.56154722,8.412851334,0.096316528,0.011496504,0,0.024624201,0.010120378,0.026279107,1.19683969,0.070568055,0.068023879,0.089852415,0.189404316,0.041868212,0.067557536,0.014699453,0.323356718,0.150418796,0.334567934,10,0.04103104,0.008635208,0.06063487,0.007442935,0.69010514,0.026520329,0.07915511,0.221445233,4.811089993
Bisoprolol,passed,325.2253085,2.19640338,2,5,59.95,0,1,12,92.1535,0.0707,1,1,0,0.457627119,89139.86205,74,1,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Bleomycin,passed,1414.51898,-9.710222822,20,28,627.07,1,6,36,344.1594,0.0282,0,0,0,0.481707317,30236.30886,152,25,4.319690228,7.547790289,3.644528151,10,3.865941286,4.541645527,6.39541173,4.93761158,3.414466619,5.412454605,6.139345646,3.357915044,10,10,10,6.230711937,6.998498678,5.651096344,5.339367867,6.060966492,10,10,3.308988571,9.656028748,8.778963089,6.645784378,7.192419052,7.605041504,8.857772827,6.830322266
Bopindolol,passed,380.2099928,4.668419006,2,3,63.35,0,3,9,111.0719,0.0016,1,1,0,0.525252525,89139.86205,74,6,2.362123251,5.376092196,2.66193819,0.670101106,10,2.873353481,3.394628048,6.094659805,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,3.241708636,8.882760048,10,3.807918549,3.500741482,2.735410929,5.831739426
Bortezomib,failed,384.1968858,1.5303,4,6,124.44,0,2,9,99.3738,0.0532,1,1,0,0.576923077,381103.7371,2102,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Bosutinib,passed,529.1647452,4.087721831,1,8,82.88,0,4,9,142.1209,0.0095,0,0,0,0.482758621,1917483.805,804,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.547659397,10,10,10,10,10,10,10
Bretylium,passed,242.0544372,-1.122133453,0,0,0,1,1,3,72.8857,0.000154,1,0,1,0.352112676,55774.75576,602,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Brimonidine,passed,291.011958,1.37158453,2,5,62.2,0,3,1,68.4944,0.154,1,1,0,0.55625,2815.517993,20,3,0.062373392,2.741013765,2.53534317,5.416719437,10,2.284672499,8.159985542,10,2.891987085,2.635305882,1.746618748,10,6.017980099,3.137806416,10,10,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,10,5.551623821,10,4.168484211,5.422550201
Brinzolamide,passed,383.0643329,-0.674520267,2,6,118.8,0,2,7,87.1995,0.713,1,0,0,0.547368421,27332.2638,26,2,10,5.067505121,10,10,10,10,1.179720581,0.573862731,5.158444405,10,1.370481133,10,10,6.354887724,2.264195204,9.910356522,3.188336015,10,4.109553099,10,1.884492457,5.651741266,10,1.317157984,1.594747543,10,2.33104372,1.641260982,2.001991272,10
BromfeNaNc,passed,333.0000559,3.660173814,2,4,80.39,0,2,4,80.2643,0.0126,1,1,0,0.470588235,8170.888632,30,1,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Bromodiphenhydramine,passed,333.0728269,4.420659887,0,2,12.47,0,2,6,87.5498,0.00345,1,1,1,0.392156863,0,0,1,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Brompheniramine,passed,318.0731613,3.749658864,0,2,16.13,0,2,5,83.6683,0.0127,1,1,1,0.392156863,23664.94249,22,0,0.061775491,3.65049243,8.412851334,5.980387688,2.634119272,0.206760287,4.439896584,3.860967875,6.764817238,1.866600156,1.18233645,0.496618852,0.802930653,1.146733701,1.706133068,0.493829697,2.750898838,0.513489544,0.26927653,3.630660295,10,4.869907141,0.130754955,2.241176188,1.707205772,2.094831586,4.940295696,2.547428608,2.165588617,4.811089993
Buclizine,passed,432.2332268,7.419576414,0,2,6.48,0,4,6,133.0169,0.000246,0,0,1,0.392156863,1128.504699,12,8,0.015715607,3.65049243,8.412851334,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,10,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,4.811089993
Budesonide,passed,430.2355388,2.73389,2,6,93.06,0,5,4,116.1098,0.0457,1,1,0,0.350282486,256392.7478,268,6,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
Bumetanide,passed,364.1092925,2.423461698,3,5,118.72,0,2,8,95.7803,0.0257,1,1,0,0.586206897,95228.82224,72,2,2.682574511,10,10,10,10,7.496619225,10,10,10,10,10,10,10,9.878382206,10,10,10,10,10,10,10,10,7.25182128,10,10,10,10,10,10,10
Bupranolol,passed,271.1339067,2.992261907,2,3,41.49,0,1,6,74.8597,0.143,1,1,0,0.525252525,89139.86205,74,0,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,3.241708636,8.882760048,10,3.807918549,3.500741482,2.735410929,5.831739426
Buprenorphine,failed,467.3035588,3.549880758,2,5,62.16,0,7,5,131.7623,0.0168,1,0,0,0.671052632,11098.77277,40,3,0,0,0.877372146,1.151926756,0.056483328,0.004911471,0,0.014569706,0.020022709,0.008182709,0,0,0.021385686,0.058915323,0,0,0,0.00690076,0,0.012455107,0.144849747,0.007657937,0,0.00252236,0.007879369,0.009061456,0.007494734,0,0.005416076,0.01454381
Bupropion,passed,239.1076919,3.266112452,1,2,29.1,0,1,4,67.6994,0.0693,1,1,1,0.438271605,899.3097247,16,1,0.008048823,0.103333596,0.283883661,2.973424554,0.26832509,0.049998142,0.144090466,0.051779944,0.049352597,0.28284663,0.141643584,0.1258187,0.60743323,0.64586693,0.273122445,0.07419987,0.17983193,0.14321892,0.142365541,1.778811634,0.165628925,0.06278256,0.022387558,0.182832681,0.520193994,0.355366111,0.162644535,0.293606579,1.26131618,0.081148669
ButeNaNfine,passed,317.2143499,6.173648728,0,1,3.24,0,3,5,104.3294,7.56E-05,0,0,1,0.302752294,0,0,4,1.537647367,10,8.827960968,10,4.051431179,0.333007574,7.808259249,3.94022584,1.680989027,10,5.915117741,6.215755701,4.881851673,10,5.774716854,2.673633575,10,7.373365402,9.742578983,10,5.701455355,5.799815893,9.365789413,5.306306005,5.181100845,4.456016302,3.71331358,6.785286903,4.653009892,9.722536087
Cabazitaxel,failed,835.3779055,4.203043962,3,10,202.45,0,6,15,213.4041,0.00413,0,0,0,0.691891892,863890.5709,2232,2,10,10,10,10,2.090616226,10,1.6202209,5.525468349,10,5.492965698,10,5.608840227,2.538689256,4.797114134,2.370813847,2.097118616,10,6.90339613,5.482376814,8.037258625,4.278552294,10,3.35094142,3.488976836,2.341186523,2.932049274,5.741491795,2.371202946,7.497985363,7.349394798
Cabergoline,passed,451.2947255,2.578516268,2,4,71.68,0,4,8,133.5029,0.064,1,0,0,0.557692308,47272.59785,40,1,0.123829909,2.741013765,2.53534317,5.818140268,10,2.284672499,8.159985542,10,2.891987085,2.635305882,1.746618748,10,6.017980099,10,10,10,10,1.237327576,6.352208376,5.044525862,10,10,2.873073339,10,10,10,5.551623821,10,4.168484211,6.041281223
Caffeine,passed,194.0803756,-0.545645592,0,3,58.44,0,2,0,49.8312,11,1,0,0,0.52,39087.93027,32,1,3.555044889,2.842225194,10,10,4.007758141,10,2.440338969,3.005337715,3.067935944,4.814595222,0.797893643,3.519646049,2.64648664,0.9141348,0.886501282,3.816341639,1.582633257,0.979296148,0.682130307,1.247839034,5.528390169,7.171571016,0.813544869,1.517018676,0.436364204,6.740929365,1.473438382,2.138555765,3.168356657,3.634882927
Calcipotriol,passed,412.2977451,3.843350785,3,3,60.69,0,4,5,125.4493,0.0135,1,1,0,0.451327434,44680.97823,150,0,3.481226444,10,0.077497616,0.713119477,1.624243975,0.764312327,0.465412274,1.399824142,0.182741925,5.048594475,1.164615154,5.92004323,1.497543275,9.874783516,0.566891998,0.69055742,4.940071583,1.01386106,5.801544428,10,1.429979563,1.725871146,0.245761268,0.818111688,0.268560678,4.19446826,2.807871103,2.524309397,10,5.01123476
Calcitriol,failed,416.3290453,4.350740997,3,3,60.69,0,3,6,126.5325,0.00667,1,0,0,0.451327434,44680.97823,150,1,3.481226444,10,0.077497616,0.713119477,1.624243975,0.764312327,0.465412274,1.399824142,0.182741925,5.048594475,1.164615154,5.92004323,1.497543275,9.874783516,0.566891998,0.69055742,4.940071583,1.01386106,5.801544428,10,1.429979563,1.725871146,0.245761268,0.818111688,0.268560678,4.19446826,2.807871103,2.524309397,10,5.01123476
